Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000225972.1|MTND1P23|unprocessed_pseudogene|chr1:[629061,629433)/+	9	0.0001	8	8.625987945181846e-05
ENSG00000237491.10|LINC01409|lncRNA|chr1:[778746,810065)/+	17	0.00018	12	0.0001293898191777277
ENSG00000290784.1|ENSG00000290784|lncRNA|chr1:[800878,817712)/-	5	5e-05	5	5.391242465738654e-05
ENSG00000230021.10|ENSG00000230021|transcribed_processed_pseudogene|chr1:[586070,827796)/-	50	0.00054	36	0.0003881694575331831
ENSG00000225880.6|LINC00115|lncRNA|chr1:[824227,827539)/-	7	8e-05	5	5.391242465738654e-05
ENSG00000272438.1|ENSG00000272438|lncRNA|chr1:[904833,915976)/+	14	0.00015	8	8.625987945181846e-05
.	77237	0.83281	6857	0.0739354991751399
ENSG00000188976.11|NOC2L|protein_coding|chr1:[944202,959309)/-	62	0.00067	40	0.0004312993972590923
ENSG00000187961.15|KLHL17|protein_coding|chr1:[960583,965719)/+	23	0.00025	13	0.000140172304109205
ENSG00000272512.1|ENSG00000272512|lncRNA|chr1:[995965,998051)/-	11	0.00012	8	8.625987945181846e-05
ENSG00000188290.11|HES4|protein_coding|chr1:[998961,1000172)/-	10	0.00011	6	6.469490958886385e-05
ENSG00000187608.10|ISG15|protein_coding|chr1:[1001137,1014540)/+	52	0.00056	34	0.0003666044876702285
ENSG00000224969.1|ENSG00000224969|lncRNA|chr1:[1011996,1013193)/-	3	3e-05	2	2.1564969862954615e-05
ENSG00000188157.15|AGRN|protein_coding|chr1:[1020119,1056118)/+	374	0.00403	247	0.002663273778074895
ENSG00000242590.1|ENSG00000242590|lncRNA|chr1:[1055032,1056116)/+	106	0.00114	68	0.000733208975340457
ENSG00000131591.18|C1orf159|protein_coding|chr1:[1081817,1116361)/-	116	0.00125	75	0.0008086863698607981
ENSG00000078808.20|SDF4|protein_coding|chr1:[1216930,1232031)/-	233	0.00251	167	0.0018006749835567104
ENSG00000176022.7|B3GALT6|protein_coding|chr1:[1232236,1235041)/+	42	0.00045	29	0.00031269206301284195
