Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000237491.10|LINC01409|lncRNA|chr1:[778746,810065)/+	1	6e-05	1	5.722788142382969e-05
ENSG00000290784.1|ENSG00000290784|lncRNA|chr1:[800878,817712)/-	2	0.00011	2	0.00011445576284765938
ENSG00000230021.10|ENSG00000230021|transcribed_processed_pseudogene|chr1:[586070,827796)/-	13	0.00074	9	0.0005150509328144672
ENSG00000225880.6|LINC00115|lncRNA|chr1:[824227,827539)/-	1	6e-05	1	5.722788142382969e-05
ENSG00000272438.1|ENSG00000272438|lncRNA|chr1:[904833,915976)/+	4	0.00023	2	0.00011445576284765938
ENSG00000188976.11|NOC2L|protein_coding|chr1:[944202,959309)/-	11	0.00063	9	0.0005150509328144672
ENSG00000272512.1|ENSG00000272512|lncRNA|chr1:[995965,998051)/-	5	0.00029	3	0.00017168364427148908
ENSG00000187608.10|ISG15|protein_coding|chr1:[1001137,1014540)/+	17	0.00097	10	0.0005722788142382969
ENSG00000188157.15|AGRN|protein_coding|chr1:[1020119,1056118)/+	76	0.00435	50	0.0028613940711914843
ENSG00000242590.1|ENSG00000242590|lncRNA|chr1:[1055032,1056116)/+	26	0.00149	14	0.0008011903399336157
ENSG00000131591.18|C1orf159|protein_coding|chr1:[1081817,1116361)/-	34	0.00195	23	0.001316241272748083
ENSG00000078808.20|SDF4|protein_coding|chr1:[1216930,1232031)/-	75	0.00429	52	0.0029758498340391438
ENSG00000176022.7|B3GALT6|protein_coding|chr1:[1232236,1235041)/+	7	0.0004	5	0.00028613940711914843
ENSG00000160087.21|UBE2J2|protein_coding|chr1:[1253908,1273864)/-	35	0.002	25	0.0014306970355957422
ENSG00000162572.21|SCNN1D|protein_coding|chr1:[1280435,1292029)/+	3	0.00017	3	0.00017168364427148908
ENSG00000131584.19|ACAP3|protein_coding|chr1:[1292389,1309609)/-	12	0.00069	10	0.0005722788142382969
ENSG00000127054.22|INTS11|protein_coding|chr1:[1311584,1324687)/-	14	0.0008	11	0.0006295066956621266
ENSG00000240731.1|ENSG00000240731|lncRNA|chr1:[1317580,1318689)/-	11	0.00063	6	0.00034336728854297816
ENSG00000162576.17|MXRA8|protein_coding|chr1:[1352688,1361777)/-	59	0.00338	43	0.0024607989012246766
ENSG00000221978.13|CCNL2|protein_coding|chr1:[1385710,1399335)/-	109	0.00624	78	0.0044637747510587154
