Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000230021.10|ENSG00000230021|transcribed_processed_pseudogene|chr1:[586070,827796)/-	21	0.00036	17	0.00029243789995183375
ENSG00000228794.12|LINC01128|lncRNA|chr1:[825137,859446)/+	23	0.0004	13	0.00022362898231610817
.	28859	0.49644	3865	0.06648661666551985
ENSG00000223764.2|LINC02593|lncRNA|chr1:[916864,921016)/-	7	0.00012	6	0.00010321337645358838
ENSG00000187634.13|SAMD11|protein_coding|chr1:[923922,944575)/+	1	2e-05	1	1.72022294089314e-05
ENSG00000188290.11|HES4|protein_coding|chr1:[998961,1000172)/-	2	3e-05	1	1.72022294089314e-05
ENSG00000187608.10|ISG15|protein_coding|chr1:[1001137,1014540)/+	17	0.00029	9	0.0001548200646803826
ENSG00000188157.15|AGRN|protein_coding|chr1:[1020119,1056118)/+	164	0.00282	109	0.0018750430055735224
ENSG00000242590.1|ENSG00000242590|lncRNA|chr1:[1055032,1056116)/+	33	0.00057	21	0.00036124681758755936
ENSG00000131591.18|C1orf159|protein_coding|chr1:[1081817,1116361)/-	42	0.00072	32	0.0005504713410858048
ENSG00000078808.20|SDF4|protein_coding|chr1:[1216930,1232031)/-	79	0.00136	58	0.0009977293057180211
ENSG00000160087.21|UBE2J2|protein_coding|chr1:[1253908,1273864)/-	45	0.00077	31	0.0005332691116768733
ENSG00000131584.19|ACAP3|protein_coding|chr1:[1292389,1309609)/-	28	0.00048	18	0.0003096401293607652
ENSG00000127054.22|INTS11|protein_coding|chr1:[1311584,1324687)/-	23	0.0004	12	0.00020642675290717677
ENSG00000240731.1|ENSG00000240731|lncRNA|chr1:[1317580,1318689)/-	3	5e-05	3	5.160668822679419e-05
ENSG00000107404.21|DVL1|protein_coding|chr1:[1335275,1349418)/-	16	0.00028	15	0.00025803344113397095
ENSG00000162576.17|MXRA8|protein_coding|chr1:[1352688,1361777)/-	154	0.00265	99	0.0017030207114842083
ENSG00000221978.13|CCNL2|protein_coding|chr1:[1385710,1399335)/-	145	0.00249	90	0.0015482006468038258
ENSG00000242485.6|MRPL20|protein_coding|chr1:[1401908,1407293)/-	20	0.00034	15	0.00025803344113397095
ENSG00000215915.10|ATAD3C|protein_coding|chr1:[1449688,1470163)/+	1	2e-05	1	1.72022294089314e-05
ENSG00000160072.20|ATAD3B|protein_coding|chr1:[1471764,1497848)/+	21	0.00036	14	0.00024083121172503957
ENSG00000197785.14|ATAD3A|protein_coding|chr1:[1512161,1534685)/+	7	0.00012	6	0.00010321337645358838
ENSG00000160075.12|SSU72|protein_coding|chr1:[1541672,1574863)/-	94	0.00162	57	0.0009805270763090896
ENSG00000197530.13|MIB2|protein_coding|chr1:[1615453,1630605)/+	23	0.0004	16	0.0002752356705429024
ENSG00000248333.9|CDK11B|protein_coding|chr1:[1635224,1659012)/-	15	0.00026	9	0.0001548200646803826
ENSG00000189339.12|SLC35E2B|protein_coding|chr1:[1659528,1692795)/-	30	0.00052	18	0.0003096401293607652
ENSG00000008128.23|CDK11A|protein_coding|chr1:[1702378,1724357)/-	6	0.0001	6	0.00010321337645358838
ENSG00000268575.1|ENSG00000268575|lncRNA|chr1:[1702735,1737688)/-	21	0.00036	16	0.0002752356705429024
ENSG00000290854.1|ENSG00000290854|lncRNA|chr1:[1724837,1745992)/-	18	0.00031	12	0.00020642675290717677
ENSG00000008130.15|NADK|protein_coding|chr1:[1751231,1780457)/-	29	0.0005	17	0.00029243789995183375
ENSG00000078369.19|GNB1|protein_coding|chr1:[1785284,1892292)/-	607	0.01044	388	0.006674465010665382
ENSG00000142609.20|CFAP74|protein_coding|chr1:[1921950,2003837)/-	1	2e-05	1	1.72022294089314e-05
ENSG00000157933.11|SKI|protein_coding|chr1:[2227387,2310213)/+	384	0.00661	244	0.004197343975779261
ENSG00000116151.14|MORN1|protein_coding|chr1:[2321252,2391707)/-	34	0.00058	23	0.00039565127640542216
ENSG00000157916.20|RER1|protein_coding|chr1:[2391774,2405442)/+	162	0.00279	108	0.0018578407761645909
ENSG00000157911.11|PEX10|protein_coding|chr1:[2403963,2413797)/-	12	0.00021	6	0.00010321337645358838
ENSG00000157881.16|PANK4|protein_coding|chr1:[2508536,2526597)/-	18	0.00031	13	0.00022362898231610817
ENSG00000272449.3|ENSG00000272449|lncRNA|chr1:[2530063,2547471)/+	4	7e-05	3	5.160668822679419e-05
ENSG00000225931.3|ENSG00000225931|TEC|chr1:[2566409,2569888)/+	5	9e-05	2	3.44044588178628e-05
ENSG00000157870.17|PRXL2B|protein_coding|chr1:[2586490,2591469)/+	4	7e-05	4	6.88089176357256e-05
ENSG00000142606.16|MMEL1|protein_coding|chr1:[2590638,2633016)/-	2	3e-05	2	3.44044588178628e-05
ENSG00000215912.13|TTC34|protein_coding|chr1:[2636985,2801693)/-	3	5e-05	1	1.72022294089314e-05
ENSG00000142611.17|PRDM16|protein_coding|chr1:[3069167,3438621)/+	3	5e-05	2	3.44044588178628e-05
ENSG00000162591.17|MEGF6|protein_coding|chr1:[3487950,3611508)/-	131	0.00225	84	0.0014449872703502374
ENSG00000158109.15|TPRG1L|protein_coding|chr1:[3625014,3630127)/+	50	0.00086	33	0.0005676735704947361
ENSG00000130764.10|LRRC47|protein_coding|chr1:[3778558,3796498)/-	41	0.00071	27	0.0004644601940411477
ENSG00000116198.14|CEP104|protein_coding|chr1:[3812085,3857396)/-	78	0.00134	48	0.0008257070116287071
ENSG00000169598.17|DFFB|protein_coding|chr1:[3857266,3885429)/+	30	0.00052	15	0.00025803344113397095
ENSG00000198912.12|C1orf174|protein_coding|chr1:[3889124,3900293)/-	23	0.0004	14	0.00024083121172503957
ENSG00000131697.18|NPHP4|protein_coding|chr1:[5862810,5992473)/-	43	0.00074	26	0.00044725796463221634
ENSG00000069424.16|KCNAB2|protein_coding|chr1:[5990926,6101193)/+	39	0.00067	24	0.00041285350581435354
ENSG00000116254.18|CHD5|protein_coding|chr1:[6101786,6180321)/-	2	3e-05	2	3.44044588178628e-05
ENSG00000285629.1|ENSG00000285629|protein_coding|chr1:[6159429,6197757)/-	76	0.00131	55	0.0009461226174912269
ENSG00000116251.11|RPL22|protein_coding|chr1:[6185019,6209389)/-	89	0.00153	62	0.0010665382233537466
ENSG00000158286.13|RNF207|protein_coding|chr1:[6205474,6221299)/+	18	0.00031	13	0.00022362898231610817
ENSG00000116237.16|ICMT|protein_coding|chr1:[6221192,6235972)/-	135	0.00232	89	0.0015309984173948945
ENSG00000158292.7|GPR153|protein_coding|chr1:[6247352,6261098)/-	17	0.00029	10	0.00017202229408931396
ENSG00000097021.21|ACOT7|protein_coding|chr1:[6264268,6393767)/-	38	0.00065	20	0.00034404458817862793
ENSG00000215788.11|TNFRSF25|protein_coding|chr1:[6460785,6466175)/-	1	2e-05	1	1.72022294089314e-05
ENSG00000171680.23|PLEKHG5|protein_coding|chr1:[6467121,6520074)/-	9	0.00015	5	8.601114704465698e-05
ENSG00000162408.11|NOL9|protein_coding|chr1:[6521346,6554513)/-	106	0.00182	67	0.0011525493703984037
ENSG00000162413.17|KLHL21|protein_coding|chr1:[6590723,6614607)/-	65	0.00112	41	0.0007052914057661873
ENSG00000116273.6|PHF13|protein_coding|chr1:[6613730,6624030)/+	27	0.00046	16	0.0002752356705429024
ENSG00000007923.17|DNAJC11|protein_coding|chr1:[6634167,6701924)/-	116	0.002	74	0.0012729649762609234
ENSG00000171735.20|CAMTA1|protein_coding|chr1:[6785453,7769706)/+	289	0.00497	190	0.0032684235876969656
ENSG00000049245.13|VAMP3|protein_coding|chr1:[7771295,7781432)/+	132	0.00227	93	0.00159980733503062
ENSG00000049246.15|PER3|protein_coding|chr1:[7784290,7845177)/+	79	0.00136	55	0.0009461226174912269
ENSG00000116288.13|PARK7|protein_coding|chr1:[7954290,7985505)/+	100	0.00172	74	0.0012729649762609234
ENSG00000116285.13|ERRFI1|protein_coding|chr1:[8004403,8026309)/-	66	0.00114	44	0.0007568980939929815
ENSG00000142599.20|RERE|protein_coding|chr1:[8352396,8848921)/-	776	0.01335	463	0.007964632216335237
ENSG00000232912.6|RERE-AS1|lncRNA|chr1:[8424644,8435013)/+	6	0.0001	3	5.160668822679419e-05
ENSG00000074800.16|ENO1|protein_coding|chr1:[8860999,8879190)/-	179	0.00308	126	0.002167480905525356
ENSG00000180758.12|GPR157|protein_coding|chr1:[9100304,9129102)/-	21	0.00036	14	0.00024083121172503957
ENSG00000228526.8|MIR34AHG|lncRNA|chr1:[9148010,9198906)/-	335	0.00576	220	0.0037844904699649074
ENSG00000289914.1|ENSG00000289914|lncRNA|chr1:[9162321,9162945)/-	6	0.0001	4	6.88089176357256e-05
ENSG00000234546.5|LNCTAM34A|lncRNA|chr1:[9182003,9196284)/+	26	0.00045	20	0.00034404458817862793
ENSG00000049239.13|H6PD|protein_coding|chr1:[9234773,9271337)/+	133	0.00229	93	0.00159980733503062
ENSG00000171621.14|SPSB1|protein_coding|chr1:[9292893,9369532)/+	68	0.00117	42	0.0007224936351751187
ENSG00000171612.7|SLC25A33|protein_coding|chr1:[9539464,9585173)/+	68	0.00117	43	0.0007396958645840501
ENSG00000188807.13|TMEM201|protein_coding|chr1:[9588910,9614877)/+	5	9e-05	4	6.88089176357256e-05
ENSG00000171608.18|PIK3CD|protein_coding|chr1:[9629888,9729114)/+	24	0.00041	17	0.00029243789995183375
ENSG00000171603.18|CLSTN1|protein_coding|chr1:[9728925,9823984)/-	179	0.00308	126	0.002167480905525356
ENSG00000178585.15|CTNNBIP1|protein_coding|chr1:[9848275,9910336)/-	36	0.00062	24	0.00041285350581435354
