Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000225972.1|MTND1P23|unprocessed_pseudogene|chr1:[629061,629433)/+	8	0.0003	6	0.0002247864528697737
ENSG00000230021.10|ENSG00000230021|transcribed_processed_pseudogene|chr1:[586070,827796)/-	17	0.00064	14	0.0005245017233628053
ENSG00000225880.6|LINC00115|lncRNA|chr1:[824227,827539)/-	1	4e-05	1	3.746440881162895e-05
ENSG00000272438.1|ENSG00000272438|lncRNA|chr1:[904833,915976)/+	3	0.00011	2	7.49288176232579e-05
ENSG00000223764.2|LINC02593|lncRNA|chr1:[916864,921016)/-	2	7e-05	2	7.49288176232579e-05
ENSG00000188976.11|NOC2L|protein_coding|chr1:[944202,959309)/-	19	0.00071	13	0.0004870373145511764
ENSG00000188290.11|HES4|protein_coding|chr1:[998961,1000172)/-	1	4e-05	1	3.746440881162895e-05
ENSG00000187608.10|ISG15|protein_coding|chr1:[1001137,1014540)/+	16	0.0006	11	0.00041210849692791847
ENSG00000224969.1|ENSG00000224969|lncRNA|chr1:[1011996,1013193)/-	1	4e-05	1	3.746440881162895e-05
ENSG00000188157.15|AGRN|protein_coding|chr1:[1020119,1056118)/+	166	0.00622	107	0.004008691742844298
ENSG00000242590.1|ENSG00000242590|lncRNA|chr1:[1055032,1056116)/+	40	0.0015	25	0.0009366102202907239
ENSG00000131591.18|C1orf159|protein_coding|chr1:[1081817,1116361)/-	56	0.0021	38	0.0014236475348419003
ENSG00000078808.20|SDF4|protein_coding|chr1:[1216930,1232031)/-	115	0.00431	75	0.0028098306608721714
ENSG00000176022.7|B3GALT6|protein_coding|chr1:[1232236,1235041)/+	16	0.0006	11	0.00041210849692791847
ENSG00000260179.1|ENSG00000260179|lncRNA|chr1:[1249776,1251334)/-	8	0.0003	7	0.00026225086168140267
ENSG00000160087.21|UBE2J2|protein_coding|chr1:[1253908,1273864)/-	65	0.00244	44	0.0016484339877116739
ENSG00000162572.21|SCNN1D|protein_coding|chr1:[1280435,1292029)/+	5	0.00019	5	0.00018732204405814477
ENSG00000131584.19|ACAP3|protein_coding|chr1:[1292389,1309609)/-	38	0.00142	27	0.0010115390379139817
ENSG00000127054.22|INTS11|protein_coding|chr1:[1311584,1324687)/-	31	0.00116	22	0.0008242169938558369
ENSG00000240731.1|ENSG00000240731|lncRNA|chr1:[1317580,1318689)/-	13	0.00049	8	0.0002997152704930316
ENSG00000107404.21|DVL1|protein_coding|chr1:[1335275,1349418)/-	21	0.00079	17	0.0006368949497976921
ENSG00000162576.17|MXRA8|protein_coding|chr1:[1352688,1361777)/-	168	0.00629	103	0.003858834107597782
ENSG00000175756.14|AURKAIP1|protein_coding|chr1:[1373729,1375207)/-	27	0.00101	15	0.0005619661321744343
ENSG00000221978.13|CCNL2|protein_coding|chr1:[1385710,1399335)/-	228	0.00854	148	0.005544732504121085
ENSG00000242485.6|MRPL20|protein_coding|chr1:[1401908,1407293)/-	31	0.00116	23	0.0008616814026674659
ENSG00000160072.20|ATAD3B|protein_coding|chr1:[1471764,1497848)/+	29	0.00109	19	0.0007118237674209501
ENSG00000197785.14|ATAD3A|protein_coding|chr1:[1512161,1534685)/+	18	0.00067	10	0.00037464408811628953
ENSG00000160075.12|SSU72|protein_coding|chr1:[1541672,1574863)/-	115	0.00431	80	0.0029971527049303163
ENSG00000272106.1|ENSG00000272106|lncRNA|chr1:[1613757,1615795)/-	3	0.00011	2	7.49288176232579e-05
ENSG00000197530.13|MIB2|protein_coding|chr1:[1615453,1630605)/+	29	0.00109	20	0.0007492881762325791
ENSG00000248333.9|CDK11B|protein_coding|chr1:[1635224,1659012)/-	9	0.00034	5	0.00018732204405814477
ENSG00000189339.12|SLC35E2B|protein_coding|chr1:[1659528,1692795)/-	61	0.00229	39	0.0014611119436535292
ENSG00000008128.23|CDK11A|protein_coding|chr1:[1702378,1724357)/-	14	0.00052	7	0.00026225086168140267
ENSG00000268575.1|ENSG00000268575|lncRNA|chr1:[1702735,1737688)/-	45	0.00169	36	0.0013487187172186424
