Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000230092.8|ENSG00000230092|transcribed_unprocessed_pseudogene|chr1:[805798,810161)/-	1	2e-05	1	1.814914971233598e-05
ENSG00000230021.10|ENSG00000230021|transcribed_processed_pseudogene|chr1:[586070,827796)/-	26	0.00047	18	0.0003266846948220476
ENSG00000228794.12|LINC01128|lncRNA|chr1:[825137,859446)/+	16	0.00029	8	0.00014519319769868783
ENSG00000272438.1|ENSG00000272438|lncRNA|chr1:[904833,915976)/+	3	5e-05	2	3.629829942467196e-05
ENSG00000223764.2|LINC02593|lncRNA|chr1:[916864,921016)/-	11	0.0002	8	0.00014519319769868783
.	32161	0.58369	3545	0.06433873573023104
ENSG00000188976.11|NOC2L|protein_coding|chr1:[944202,959309)/-	28	0.00051	15	0.00027223724568503963
ENSG00000187583.11|PLEKHN1|protein_coding|chr1:[966481,975865)/+	1	2e-05	1	1.814914971233598e-05
ENSG00000272512.1|ENSG00000272512|lncRNA|chr1:[995965,998051)/-	5	9e-05	3	5.444744913700793e-05
ENSG00000188290.11|HES4|protein_coding|chr1:[998961,1000172)/-	3	5e-05	2	3.629829942467196e-05
ENSG00000187608.10|ISG15|protein_coding|chr1:[1001137,1014540)/+	16	0.00029	10	0.00018149149712335977
ENSG00000188157.15|AGRN|protein_coding|chr1:[1020119,1056118)/+	175	0.00318	116	0.0021053013666309734
ENSG00000242590.1|ENSG00000242590|lncRNA|chr1:[1055032,1056116)/+	45	0.00082	27	0.0004900270422330714
ENSG00000131591.18|C1orf159|protein_coding|chr1:[1081817,1116361)/-	59	0.00107	40	0.0007259659884934391
ENSG00000078808.20|SDF4|protein_coding|chr1:[1216930,1232031)/-	94	0.00171	64	0.0011615455815895026
ENSG00000184163.3|C1QTNF12|protein_coding|chr1:[1242445,1246722)/-	4	7e-05	2	3.629829942467196e-05
ENSG00000260179.1|ENSG00000260179|lncRNA|chr1:[1249776,1251334)/-	3	5e-05	2	3.629829942467196e-05
ENSG00000160087.21|UBE2J2|protein_coding|chr1:[1253908,1273864)/-	67	0.00122	45	0.000816711737055119
ENSG00000230415.1|LINC01786|lncRNA|chr1:[1275222,1280420)/+	5	9e-05	4	7.259659884934391e-05
ENSG00000131584.19|ACAP3|protein_coding|chr1:[1292389,1309609)/-	46	0.00083	28	0.0005081761919454073
ENSG00000127054.22|INTS11|protein_coding|chr1:[1311584,1324687)/-	40	0.00073	28	0.0005081761919454073
ENSG00000240731.1|ENSG00000240731|lncRNA|chr1:[1317580,1318689)/-	11	0.0002	9	0.0001633423474110238
ENSG00000107404.21|DVL1|protein_coding|chr1:[1335275,1349418)/-	24	0.00044	20	0.00036298299424671954
ENSG00000162576.17|MXRA8|protein_coding|chr1:[1352688,1361777)/-	176	0.00319	109	0.0019782573186446213
ENSG00000221978.13|CCNL2|protein_coding|chr1:[1385710,1399335)/-	214	0.00388	137	0.0024864335105900287
ENSG00000242485.6|MRPL20|protein_coding|chr1:[1401908,1407293)/-	38	0.00069	26	0.00047187789252073543
ENSG00000272455.1|MRPL20-DT|lncRNA|chr1:[1409095,1410618)/+	2	4e-05	2	3.629829942467196e-05
ENSG00000215915.10|ATAD3C|protein_coding|chr1:[1449688,1470163)/+	1	2e-05	1	1.814914971233598e-05
ENSG00000160072.20|ATAD3B|protein_coding|chr1:[1471764,1497848)/+	36	0.00065	25	0.0004537287428083994
ENSG00000284740.3|ENSG00000284740|transcribed_unprocessed_pseudogene|chr1:[1503581,1509351)/+	1	2e-05	1	1.814914971233598e-05
ENSG00000197785.14|ATAD3A|protein_coding|chr1:[1512161,1534685)/+	11	0.0002	7	0.00012704404798635183
ENSG00000160075.12|SSU72|protein_coding|chr1:[1541672,1574863)/-	130	0.00236	82	0.0014882302764115502
ENSG00000197530.13|MIB2|protein_coding|chr1:[1615453,1630605)/+	36	0.00065	24	0.00043557959309606343
ENSG00000248333.9|CDK11B|protein_coding|chr1:[1635224,1659012)/-	5	9e-05	5	9.074574856167989e-05
ENSG00000189339.12|SLC35E2B|protein_coding|chr1:[1659528,1692795)/-	39	0.00071	28	0.0005081761919454073
ENSG00000008128.23|CDK11A|protein_coding|chr1:[1702378,1724357)/-	6	0.00011	3	5.444744913700793e-05
ENSG00000268575.1|ENSG00000268575|lncRNA|chr1:[1702735,1737688)/-	33	0.0006	21	0.0003811321439590555
ENSG00000290854.1|ENSG00000290854|lncRNA|chr1:[1724837,1745992)/-	29	0.00053	20	0.00036298299424671954
ENSG00000008130.15|NADK|protein_coding|chr1:[1751231,1780457)/-	62	0.00113	37	0.0006715185393564311
ENSG00000078369.19|GNB1|protein_coding|chr1:[1785284,1892292)/-	932	0.01692	589	0.01068984918056589
ENSG00000142609.20|CFAP74|protein_coding|chr1:[1921950,2003837)/-	2	4e-05	2	3.629829942467196e-05
ENSG00000182873.5|PRKCZ-AS1|lncRNA|chr1:[2181793,2184389)/-	1	2e-05	1	1.814914971233598e-05
ENSG00000162585.17|FAAP20|protein_coding|chr1:[2184460,2212720)/-	44	0.0008	28	0.0005081761919454073
ENSG00000234396.3|ENSG00000234396|lncRNA|chr1:[2212522,2220738)/+	4	7e-05	3	5.444744913700793e-05
ENSG00000157933.11|SKI|protein_coding|chr1:[2227387,2310213)/+	438	0.00795	288	0.005226955117152762
ENSG00000287356.1|ENSG00000287356|lncRNA|chr1:[2315039,2323085)/+	1	2e-05	1	1.814914971233598e-05
ENSG00000272420.1|ENSG00000272420|lncRNA|chr1:[2363060,2363628)/-	1	2e-05	1	1.814914971233598e-05
ENSG00000116151.14|MORN1|protein_coding|chr1:[2321252,2391707)/-	39	0.00071	27	0.0004900270422330714
ENSG00000157916.20|RER1|protein_coding|chr1:[2391774,2405442)/+	186	0.00338	117	0.0021234505163433095
ENSG00000157911.11|PEX10|protein_coding|chr1:[2403963,2413797)/-	22	0.0004	13	0.00023593894626036771
ENSG00000157881.16|PANK4|protein_coding|chr1:[2508536,2526597)/-	18	0.00033	12	0.00021778979654803171
ENSG00000272449.3|ENSG00000272449|lncRNA|chr1:[2530063,2547471)/+	7	0.00013	5	9.074574856167989e-05
ENSG00000157870.17|PRXL2B|protein_coding|chr1:[2586490,2591469)/+	18	0.00033	12	0.00021778979654803171
ENSG00000215912.13|TTC34|protein_coding|chr1:[2636985,2801693)/-	1	2e-05	1	1.814914971233598e-05
ENSG00000272235.1|ENSG00000272235|lncRNA|chr1:[3306635,3310096)/-	2	4e-05	1	1.814914971233598e-05
ENSG00000162591.17|MEGF6|protein_coding|chr1:[3487950,3611508)/-	154	0.00279	106	0.0019238098695076135
ENSG00000158109.15|TPRG1L|protein_coding|chr1:[3625014,3630127)/+	69	0.00125	48	0.0008711591861921269
ENSG00000116213.16|WRAP73|protein_coding|chr1:[3630766,3652761)/-	19	0.00034	13	0.00023593894626036771
ENSG00000162592.10|CCDC27|protein_coding|chr1:[3746459,3771645)/+	1	2e-05	1	1.814914971233598e-05
ENSG00000130764.10|LRRC47|protein_coding|chr1:[3778558,3796498)/-	37	0.00067	29	0.0005263253416577433
ENSG00000116198.14|CEP104|protein_coding|chr1:[3812085,3857396)/-	74	0.00134	51	0.0009256066353291348
ENSG00000169598.17|DFFB|protein_coding|chr1:[3857266,3885429)/+	33	0.0006	26	0.00047187789252073543
ENSG00000198912.12|C1orf174|protein_coding|chr1:[3889124,3900293)/-	38	0.00069	24	0.00043557959309606343
ENSG00000236423.8|LINC01134|lncRNA|chr1:[3900346,3917225)/+	3	5e-05	3	5.444744913700793e-05
ENSG00000131697.18|NPHP4|protein_coding|chr1:[5862810,5992473)/-	53	0.00096	35	0.0006352202399317592
ENSG00000069424.16|KCNAB2|protein_coding|chr1:[5990926,6101193)/+	40	0.00073	30	0.0005444744913700793
ENSG00000285629.1|ENSG00000285629|protein_coding|chr1:[6159429,6197757)/-	101	0.00183	76	0.0013793353781375343
ENSG00000116251.11|RPL22|protein_coding|chr1:[6185019,6209389)/-	116	0.00211	88	0.001597125174685566
ENSG00000158286.13|RNF207|protein_coding|chr1:[6205474,6221299)/+	31	0.00056	20	0.00036298299424671954
ENSG00000116237.16|ICMT|protein_coding|chr1:[6221192,6235972)/-	165	0.00299	104	0.0018875115700829417
ENSG00000158292.7|GPR153|protein_coding|chr1:[6247352,6261098)/-	22	0.0004	13	0.00023593894626036771
ENSG00000097021.21|ACOT7|protein_coding|chr1:[6264268,6393767)/-	36	0.00065	25	0.0004537287428083994
ENSG00000215788.11|TNFRSF25|protein_coding|chr1:[6460785,6466175)/-	5	9e-05	4	7.259659884934391e-05
ENSG00000171680.23|PLEKHG5|protein_coding|chr1:[6467121,6520074)/-	17	0.00031	13	0.00023593894626036771
ENSG00000162408.11|NOL9|protein_coding|chr1:[6521346,6554513)/-	140	0.00254	89	0.0016152743243979019
ENSG00000204859.13|ZBTB48|protein_coding|chr1:[6579993,6589280)/+	15	0.00027	14	0.00025408809597270366
ENSG00000162413.17|KLHL21|protein_coding|chr1:[6590723,6614607)/-	101	0.00183	69	0.0012522913301511824
ENSG00000116273.6|PHF13|protein_coding|chr1:[6613730,6624030)/+	35	0.00064	22	0.0003992812936713915
ENSG00000041988.16|THAP3|protein_coding|chr1:[6624867,6635586)/+	13	0.00024	6	0.00010889489827401586
ENSG00000007923.17|DNAJC11|protein_coding|chr1:[6634167,6701924)/-	141	0.00256	95	0.0017241692226719178
ENSG00000171735.20|CAMTA1|protein_coding|chr1:[6785453,7769706)/+	431	0.00782	289	0.005245104266865097
ENSG00000049245.13|VAMP3|protein_coding|chr1:[7771295,7781432)/+	188	0.00341	119	0.0021597488157679813
ENSG00000049246.15|PER3|protein_coding|chr1:[7784290,7845177)/+	127	0.0023	87	0.00157897602497323
ENSG00000049247.14|UTS2|protein_coding|chr1:[7843082,7853512)/-	1	2e-05	1	1.814914971233598e-05
ENSG00000116288.13|PARK7|protein_coding|chr1:[7954290,7985505)/+	112	0.00203	80	0.0014519319769868782
ENSG00000116285.13|ERRFI1|protein_coding|chr1:[8004403,8026309)/-	79	0.00143	49	0.0008893083359044629
ENSG00000238290.1|ERRFI1-DT|lncRNA|chr1:[8026737,8122702)/+	6	0.00011	4	7.259659884934391e-05
ENSG00000162426.16|SLC45A1|protein_coding|chr1:[8318113,8344167)/+	8	0.00015	5	9.074574856167989e-05
ENSG00000142599.20|RERE|protein_coding|chr1:[8352396,8848921)/-	1059	0.01922	651	0.01181509646273072
SNORD128|SNORD128|snoRNA|chr1:[8494799,8494913)/-	1	2e-05	1	1.814914971233598e-05
ENSG00000074800.16|ENO1|protein_coding|chr1:[8860999,8879190)/-	255	0.00463	183	0.003321294397357484
ENSG00000274258.1|MIR6728|miRNA|chr1:[8866501,8866590)/-	5	9e-05	3	5.444744913700793e-05
ENSG00000142583.18|SLC2A5|protein_coding|chr1:[9035105,9088478)/-	5	9e-05	4	7.259659884934391e-05
ENSG00000180758.12|GPR157|protein_coding|chr1:[9100304,9129102)/-	18	0.00033	13	0.00023593894626036771
ENSG00000228526.8|MIR34AHG|lncRNA|chr1:[9148010,9198906)/-	501	0.00909	326	0.005916622806221529
ENSG00000289914.1|ENSG00000289914|lncRNA|chr1:[9162321,9162945)/-	8	0.00015	4	7.259659884934391e-05
ENSG00000234546.5|LNCTAM34A|lncRNA|chr1:[9182003,9196284)/+	24	0.00044	19	0.00034483384453438357
ENSG00000049239.13|H6PD|protein_coding|chr1:[9234773,9271337)/+	190	0.00345	127	0.002304942013466669
ENSG00000171621.14|SPSB1|protein_coding|chr1:[9292893,9369532)/+	99	0.0018	57	0.0010345015336031508
ENSG00000171612.7|SLC25A33|protein_coding|chr1:[9539464,9585173)/+	77	0.0014	53	0.0009619049347538068
ENSG00000188807.13|TMEM201|protein_coding|chr1:[9588910,9614877)/+	26	0.00047	17	0.00030853554510971163
ENSG00000231789.4|PIK3CD-AS2|lncRNA|chr1:[9672404,9687583)/-	4	7e-05	2	3.629829942467196e-05
ENSG00000171608.18|PIK3CD|protein_coding|chr1:[9629888,9729114)/+	19	0.00034	13	0.00023593894626036771
ENSG00000171603.18|CLSTN1|protein_coding|chr1:[9728925,9823984)/-	260	0.00472	177	0.003212399499083468
ENSG00000178585.15|CTNNBIP1|protein_coding|chr1:[9848275,9910336)/-	51	0.00093	31	0.0005626236410824153
ENSG00000162441.12|LZIC|protein_coding|chr1:[9922112,9943407)/-	55	0.001	36	0.0006533693896440952
