Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000237491.10|LINC01409|lncRNA|chr1:[778746,810065)/+	9	8e-05	7	6.392985981095027e-05
ENSG00000290784.1|ENSG00000290784|lncRNA|chr1:[800878,817712)/-	7	6e-05	5	4.566418557925019e-05
ENSG00000230021.10|ENSG00000230021|transcribed_processed_pseudogene|chr1:[586070,827796)/-	60	0.00055	38	0.0003470478104023015
ENSG00000177757.2|FAM87B|lncRNA|chr1:[817370,819837)/+	2	2e-05	1	9.13283711585004e-06
ENSG00000228794.12|LINC01128|lncRNA|chr1:[825137,859446)/+	22	0.0002	13	0.00011872688250605051
ENSG00000272438.1|ENSG00000272438|lncRNA|chr1:[904833,915976)/+	16	0.00015	10	9.132837115850038e-05
.	87130	0.79574	7592	0.06933649938353349
ENSG00000187634.13|SAMD11|protein_coding|chr1:[923922,944575)/+	25	0.00023	14	0.00012785971962190053
ENSG00000188976.11|NOC2L|protein_coding|chr1:[944202,959309)/-	83	0.00076	48	0.00043837618156080185
ENSG00000187961.15|KLHL17|protein_coding|chr1:[960583,965719)/+	10	9e-05	6	5.479702269510023e-05
ENSG00000272512.1|ENSG00000272512|lncRNA|chr1:[995965,998051)/-	23	0.00021	17	0.00015525823096945065
ENSG00000188290.11|HES4|protein_coding|chr1:[998961,1000172)/-	9	8e-05	6	5.479702269510023e-05
ENSG00000187608.10|ISG15|protein_coding|chr1:[1001137,1014540)/+	41	0.00037	30	0.00027398511347550116
ENSG00000224969.1|ENSG00000224969|lncRNA|chr1:[1011996,1013193)/-	3	3e-05	2	1.826567423170008e-05
ENSG00000188157.15|AGRN|protein_coding|chr1:[1020119,1056118)/+	441	0.00403	307	0.0028037809945659618
ENSG00000242590.1|ENSG00000242590|lncRNA|chr1:[1055032,1056116)/+	99	0.0009	66	0.0006027672496461025
ENSG00000131591.18|C1orf159|protein_coding|chr1:[1081817,1116361)/-	178	0.00163	109	0.0009954792456276541
ENSG00000078808.20|SDF4|protein_coding|chr1:[1216930,1232031)/-	325	0.00297	225	0.002054888351066259
ENSG00000176022.7|B3GALT6|protein_coding|chr1:[1232236,1235041)/+	41	0.00037	29	0.00026485227635965114
ENSG00000260179.1|ENSG00000260179|lncRNA|chr1:[1249776,1251334)/-	11	0.0001	6	5.479702269510023e-05
ENSG00000160087.21|UBE2J2|protein_coding|chr1:[1253908,1273864)/-	228	0.00208	158	0.0014429882643043062
ENSG00000162572.21|SCNN1D|protein_coding|chr1:[1280435,1292029)/+	25	0.00023	15	0.00013699255673775058
ENSG00000131584.19|ACAP3|protein_coding|chr1:[1292389,1309609)/-	122	0.00111	81	0.0007397598063838531
ENSG00000169972.13|PUSL1|protein_coding|chr1:[1308596,1311677)/+	29	0.00026	16	0.00014612539385360063
ENSG00000127054.22|INTS11|protein_coding|chr1:[1311584,1324687)/-	123	0.00112	83	0.0007580254806155532
ENSG00000283712.1|MIR6727|miRNA|chr1:[1312501,1312566)/-	5	5e-05	2	1.826567423170008e-05
ENSG00000240731.1|ENSG00000240731|lncRNA|chr1:[1317580,1318689)/-	32	0.00029	27	0.00024658660212795104
ENSG00000107404.21|DVL1|protein_coding|chr1:[1335275,1349418)/-	130	0.00119	84	0.0007671583177314032
ENSG00000162576.17|MXRA8|protein_coding|chr1:[1352688,1361777)/-	462	0.00422	302	0.0027581168089867115
ENSG00000175756.14|AURKAIP1|protein_coding|chr1:[1373729,1375207)/-	52	0.00047	31	0.0002831179505913512
ENSG00000221978.13|CCNL2|protein_coding|chr1:[1385710,1399335)/-	638	0.00583	438	0.004000182656742317
ENSG00000224870.9|MRPL20-AS1|lncRNA|chr1:[1399514,1402046)/+	22	0.0002	13	0.00011872688250605051
ENSG00000242485.6|MRPL20|protein_coding|chr1:[1401908,1407293)/-	129	0.00118	82	0.0007488926434997032
ENSG00000264293.2|RN7SL657P|misc_RNA|chr1:[1405459,1405752)/-	4	4e-05	3	2.7398511347550116e-05
ENSG00000160072.20|ATAD3B|protein_coding|chr1:[1471764,1497848)/+	83	0.00076	51	0.00046577469290835197
ENSG00000197785.14|ATAD3A|protein_coding|chr1:[1512161,1534685)/+	39	0.00036	25	0.00022832092789625097
ENSG00000205090.9|TMEM240|protein_coding|chr1:[1534777,1540624)/-	9	8e-05	5	4.566418557925019e-05
ENSG00000160075.12|SSU72|protein_coding|chr1:[1541672,1574863)/-	324	0.00296	218	0.0019909584912553083
ENSG00000272106.1|ENSG00000272106|lncRNA|chr1:[1613757,1615795)/-	9	8e-05	4	3.653134846340016e-05
ENSG00000197530.13|MIB2|protein_coding|chr1:[1615453,1630605)/+	102	0.00093	63	0.0005753687382985524
ENSG00000248333.9|CDK11B|protein_coding|chr1:[1635224,1659012)/-	40	0.00037	24	0.00021918809078040093
ENSG00000189339.12|SLC35E2B|protein_coding|chr1:[1659528,1692795)/-	175	0.0016	123	0.0011233389652495547
ENSG00000008128.23|CDK11A|protein_coding|chr1:[1702378,1724357)/-	27	0.00025	18	0.0001643910680853007
ENSG00000268575.1|ENSG00000268575|lncRNA|chr1:[1702735,1737688)/-	105	0.00096	77	0.0007032284579204529
ENSG00000290854.1|ENSG00000290854|lncRNA|chr1:[1724837,1745992)/-	88	0.0008	64	0.0005845015754144025
ENSG00000008130.15|NADK|protein_coding|chr1:[1751231,1780457)/-	146	0.00133	92	0.0008402210146582036
ENSG00000078369.19|GNB1|protein_coding|chr1:[1785284,1892292)/-	2613	0.02386	1590	0.014521211014201561
ENSG00000142609.20|CFAP74|protein_coding|chr1:[1921950,2003837)/-	4	4e-05	2	1.826567423170008e-05
ENSG00000067606.17|PRKCZ|protein_coding|chr1:[2050410,2185395)/+	10	9e-05	7	6.392985981095027e-05
ENSG00000182873.5|PRKCZ-AS1|lncRNA|chr1:[2181793,2184389)/-	8	7e-05	5	4.566418557925019e-05
ENSG00000162585.17|FAAP20|protein_coding|chr1:[2184460,2212720)/-	82	0.00075	55	0.0005023060413717522
ENSG00000234396.3|ENSG00000234396|lncRNA|chr1:[2212522,2220738)/+	20	0.00018	14	0.00012785971962190053
ENSG00000157933.11|SKI|protein_coding|chr1:[2227387,2310213)/+	1341	0.01225	880	0.008036896661948035
ENSG00000287356.1|ENSG00000287356|lncRNA|chr1:[2315039,2323085)/+	7	6e-05	3	2.7398511347550116e-05
ENSG00000116151.14|MORN1|protein_coding|chr1:[2321252,2391707)/-	114	0.00104	81	0.0007397598063838531
ENSG00000272420.1|ENSG00000272420|lncRNA|chr1:[2363060,2363628)/-	3	3e-05	3	2.7398511347550116e-05
ENSG00000157916.20|RER1|protein_coding|chr1:[2391774,2405442)/+	528	0.00482	348	0.0031782273163158134
ENSG00000157911.11|PEX10|protein_coding|chr1:[2403963,2413797)/-	62	0.00057	40	0.0003653134846340015
ENSG00000149527.18|PLCH2|protein_coding|chr1:[2425979,2505532)/+	2	2e-05	2	1.826567423170008e-05
ENSG00000157881.16|PANK4|protein_coding|chr1:[2508536,2526597)/-	42	0.00038	30	0.00027398511347550116
ENSG00000272449.3|ENSG00000272449|lncRNA|chr1:[2530063,2547471)/+	15	0.00014	11	0.00010046120827435043
ENSG00000157870.17|PRXL2B|protein_coding|chr1:[2586490,2591469)/+	26	0.00024	21	0.0001917895794328508
ENSG00000215912.13|TTC34|protein_coding|chr1:[2636985,2801693)/-	11	0.0001	7	6.392985981095027e-05
ENSG00000142611.17|PRDM16|protein_coding|chr1:[3069167,3438621)/+	9	8e-05	7	6.392985981095027e-05
ENSG00000287828.1|ENSG00000287828|lncRNA|chr1:[3313051,3323149)/-	3	3e-05	1	9.13283711585004e-06
ENSG00000162591.17|MEGF6|protein_coding|chr1:[3487950,3611508)/-	385	0.00352	265	0.00242020183570026
ENSG00000158109.15|TPRG1L|protein_coding|chr1:[3625014,3630127)/+	180	0.00164	113	0.0010320105940910544
ENSG00000116213.16|WRAP73|protein_coding|chr1:[3630766,3652761)/-	57	0.00052	40	0.0003653134846340015
ENSG00000078900.15|TP73|protein_coding|chr1:[3652515,3736201)/+	2	2e-05	2	1.826567423170008e-05
ENSG00000162592.10|CCDC27|protein_coding|chr1:[3746459,3771645)/+	3	3e-05	3	2.7398511347550116e-05
ENSG00000235169.11|SMIM1|protein_coding|chr1:[3772748,3775982)/+	1	1e-05	1	9.13283711585004e-06
ENSG00000130764.10|LRRC47|protein_coding|chr1:[3778558,3796498)/-	149	0.00136	100	0.0009132837115850039
ENSG00000116198.14|CEP104|protein_coding|chr1:[3812085,3857396)/-	328	0.003	213	0.0019452943056760582
ENSG00000169598.17|DFFB|protein_coding|chr1:[3857266,3885429)/+	113	0.00103	68	0.0006210329238778026
ENSG00000198912.12|C1orf174|protein_coding|chr1:[3889124,3900293)/-	102	0.00093	66	0.0006027672496461025
ENSG00000236423.8|LINC01134|lncRNA|chr1:[3900346,3917225)/+	17	0.00016	8	7.306269692680031e-05
ENSG00000284668.2|LINC02780|lncRNA|chr1:[3976132,4012704)/+	1	1e-05	1	9.13283711585004e-06
ENSG00000131697.18|NPHP4|protein_coding|chr1:[5862810,5992473)/-	177	0.00162	123	0.0011233389652495547
ENSG00000069424.16|KCNAB2|protein_coding|chr1:[5990926,6101193)/+	133	0.00121	85	0.0007762911548472533
ENSG00000116254.18|CHD5|protein_coding|chr1:[6101786,6180321)/-	5	5e-05	5	4.566418557925019e-05
ENSG00000285629.1|ENSG00000285629|protein_coding|chr1:[6159429,6197757)/-	345	0.00315	225	0.002054888351066259
ENSG00000116251.11|RPL22|protein_coding|chr1:[6185019,6209389)/-	378	0.00345	249	0.00227407644184666
