Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000230021.10|ENSG00000230021|transcribed_processed_pseudogene|chr1:[586070,827796)/-	23	0.00086	15	0.0005591798695246971
ENSG00000272438.1|ENSG00000272438|lncRNA|chr1:[904833,915976)/+	11	0.00041	6	0.00022367194780987883
ENSG00000188976.11|NOC2L|protein_coding|chr1:[944202,959309)/-	24	0.00089	15	0.0005591798695246971
ENSG00000187961.15|KLHL17|protein_coding|chr1:[960583,965719)/+	9	0.00034	5	0.0001863932898415657
.	23929	0.89204	1843	0.06870456663560112
ENSG00000272512.1|ENSG00000272512|lncRNA|chr1:[995965,998051)/-	7	0.00026	6	0.00022367194780987883
ENSG00000187608.10|ISG15|protein_coding|chr1:[1001137,1014540)/+	10	0.00037	6	0.00022367194780987883
ENSG00000188157.15|AGRN|protein_coding|chr1:[1020119,1056118)/+	119	0.00444	84	0.003131407269338304
ENSG00000242590.1|ENSG00000242590|lncRNA|chr1:[1055032,1056116)/+	31	0.00116	19	0.0007082945013979497
ENSG00000131591.18|C1orf159|protein_coding|chr1:[1081817,1116361)/-	69	0.00257	39	0.0014538676607642124
ENSG00000078808.20|SDF4|protein_coding|chr1:[1216930,1232031)/-	103	0.00384	72	0.002684063373718546
ENSG00000176022.7|B3GALT6|protein_coding|chr1:[1232236,1235041)/+	9	0.00034	7	0.00026095060577819196
ENSG00000260179.1|ENSG00000260179|lncRNA|chr1:[1249776,1251334)/-	5	0.00019	3	0.00011183597390493942
ENSG00000160087.21|UBE2J2|protein_coding|chr1:[1253908,1273864)/-	64	0.00239	48	0.0017893755824790307
ENSG00000162572.21|SCNN1D|protein_coding|chr1:[1280435,1292029)/+	15	0.00056	7	0.00026095060577819196
ENSG00000131584.19|ACAP3|protein_coding|chr1:[1292389,1309609)/-	41	0.00153	26	0.0009692451071761416
ENSG00000127054.22|INTS11|protein_coding|chr1:[1311584,1324687)/-	32	0.00119	24	0.0008946877912395153
